DateTime,temp,hum,HeatIndex
2015/02/01 18:31:29,71.60,33.00,76.52
2015/02/01 18:41:29,69.80,33.00,76.48
2015/02/01 18:51:30,71.60,33.00,76.52
2015/02/01 19:01:30,68.00,34.00,76.78
2015/02/01 19:11:31,71.60,33.00,76.52
2015/02/01 19:21:31,69.80,33.00,76.48
2015/02/01 19:31:32,69.80,33.00,76.48
2015/02/01 19:41:32,71.60,33.00,76.52
2015/02/01 19:51:33,68.00,34.00,76.78
2015/02/01 20:01:33,71.60,33.00,76.52
2015/02/01 20:11:34,69.80,33.00,76.48
2015/02/01 20:21:34,71.60,33.00,76.52
2015/02/01 20:31:35,71.60,33.00,76.52
2015/02/01 20:41:35,69.80,33.00,76.48
2015/02/01 20:51:36,71.60,33.00,76.52
2015/02/01 21:01:36,68.00,34.00,76.78
2015/02/01 21:11:37,71.60,33.00,76.52
2015/02/01 21:21:37,69.80,33.00,76.48
2015/02/01 21:31:38,69.80,33.00,76.48
2015/02/01 21:41:38,71.60,33.00,76.52
2015/02/01 21:51:39,68.00,34.00,76.78
2015/02/01 22:01:39,71.60,33.00,76.52
2015/02/01 22:11:40,69.80,33.00,76.48
2015/02/01 22:21:40,71.60,33.00,76.52
2015/02/01 22:31:41,71.60,33.00,76.52
2015/02/01 22:41:41,69.80,33.00,76.48
2015/02/01 22:51:42,71.60,33.00,76.52
2015/02/01 23:01:42,68.00,34.00,76.78
2015/02/01 23:11:43,71.60,33.00,76.52
2015/02/01 23:21:43,69.80,33.00,76.48
2015/02/01 23:31:44,71.60,33.00,76.52
2015/02/01 23:41:44,71.60,33.00,76.52
2015/02/01 23:51:45,69.80,33.00,76.48
2015/02/02 00:01:45,71.60,33.00,76.52
2015/02/02 00:11:46,68.00,34.00,76.78
2015/02/02 00:21:46,71.60,33.00,76.52
2015/02/02 00:31:47,69.80,33.00,76.48
2015/02/02 00:41:47,69.80,33.00,76.48
2015/02/02 00:51:48,71.60,33.00,76.52
2015/02/02 01:01:48,69.80,33.00,76.48
2015/02/02 01:11:49,71.60,33.00,76.52
2015/02/02 01:21:49,69.80,33.00,76.48
2015/02/02 01:31:50,71.60,33.00,76.52
2015/02/02 01:41:50,69.80,33.00,76.48
2015/02/02 01:51:51,69.80,33.00,76.48
2015/02/02 02:01:51,71.60,33.00,76.52
2015/02/02 02:11:52,69.80,33.00,76.48
2015/02/02 02:21:52,71.60,33.00,76.52
